src,tgt
CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)[O-],CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
O=P([O-])(OC[C@H](O)CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=P([O-])([O-])OC[C@H](O)CO
O=P([O-])([O-])OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
Cc1c(C)c(O)c(O)c(S(=O)(=O)O)c1C,CC=C(C)C(C)C(=O)C(=O)O
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,N[C@H](Cc1cc(I)c(Oc2ccc(OC3O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]3O)c(I)c2)c(I)c1)C(=O)[O-]
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(OP(=O)(O)O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O
[H]/N=C(/O)CCCCC1CCSS1,[H]/N=C(/O)CCCCC(S)CCSC(=O)CC(C)C
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,N=c1nc(O)c2c([nH]1)N([C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)[CH]N2
CC/C=C\CCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC/C=C/CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CC(C)C=O,CC(C)CO
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(OS(=O)(=O)O)c5c4[C@@]2(CCN3)[C@H]1O5
NC(CS)C(=O)O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSCC(N)C(=O)O
Cn1cncc1CC(N)C(=O)O,Cn1cncc1CC(NC(=O)CCN)C(=O)O
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-],CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CC(=O)CC(=O)O,CC(O)CC(=O)O
C[C@@H](CO)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@@H](CO)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
[NH3+]CCCC[NH2+]CCC[NH3+],[NH3+]CCC[NH3+]
OC1COC(O)C(O)C1O,O=C1OCC(O)C(O)C1O
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CCCS(=O)c1ccc2nc(N=C(O)OC)[nH]c2c1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)C(O)CC1
NC(=O)N1c2ccccc2C2OC2c2ccccc21,N=C(O)N1c2ccccc2[C@H](O)[C@@H](O)c2ccccc21
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O
CCOC[C@H](COP(=O)([O-])[O-])OC(C)=O,CCOC[C@H](CO)OC(C)=O
CCC=CCC=CCC=CCC=CCC=CCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
C[As](=O)([O-])O,[O-][As](O)O
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-])[C@H](O)C([O-])=NCCC([O-])=NCCSC(=O)CCCCCCCCCCCCCCC(=O)[O-]
CO[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H]1NC(C)=O,CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1NC(C)=O
CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1,CC[C@H](OC(C)=O)C(C[C@H](C)N)(c1ccccc1)c1ccccc1
O=C([O-])C(=O)CO,O=C([O-])[C@@H](O)CO
OC1C=Cc2ccccc2C1O,OC1c2ccccc2C2OC2C1O
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,C[C@@H](CCC(=O)[O-])C1CCC2C3C(=O)CC4C[C@H](O)CC[C@]4(C)C3CC[C@@]21C
C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C2O)c(=O)[nH]1
O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1,O=C(O)CC1CN(Cc2ccccc2Cl)CCC1S
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)cc2)C1=O
CCCCC[C@H](O)/C=C/C1=CCC(=O)[C@@H]1CCCCCCC(=O)[O-],CCCCC[C@H](O)/C=C/C1=C(CCCCCCC(=O)[O-])C(=O)CC1
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,CC(CO)Cc1ccc(C(C)C(=O)O)cc1
N[C@@H](CCC([O-])=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O,N[C@H](CCC(O)=N[C@@H](CSc1c(O)c([O-])cc2c1C(O)CN2)C(O)=NCC(=O)O)C(=O)O
Nc1c(C(=O)O)ncn1C1OC(COP(=O)(O)O)C(O)C1O,Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
CCCCC[C@H](O)C=C[C@@H]1[C@H](O)C[C@H]2O/C(=C\CCCC(=O)[O-])C[C@H]12,CCCCC[C@H](O)C=C[C@@H]1[C@@H]2C[C@H](OO2)[C@@H]1CC=CCCCC(=O)[O-]
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CC(/C=C/C12OC1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC)[C@@H]1NC(C)=O,CO[C@@H]1O[C@H](COS(=O)(=O)[O-])[C@H](O)[C@H](OC)[C@@H]1NC(C)=O
CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,C[C@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
COC[C@H](COP(=O)(O)O)OC(C)=O,COC[C@H](CO)OC(C)=O
C=C(C)[C@H]1CC=C(C)[C@H](O)C1,C=C(C)[C@H]1CC=C(C)CC1
CN1CCN2c3ncccc3Cc3ccccc3C2C1,CN1CCN2c3ncc(O)cc3Cc3ccccc3C2C1
CCCCC/C=C/C(=O)SC,CCCCCC(O)CC(=O)SC
OCC1(O)OCC(O)C1O,O=C(CO)C(O)C(O)COP(=O)(O)O
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)[O-])C[C@@H]21,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(=O)[O-]
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3[C@@H](C(=O)O)OC(O)[C@H](O)[C@H]3O)c3ccccn3)ccc21
CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ncccc1O,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ncccc1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
[H]/N=C(\O)NCCC[C@H](N)C(=O)O,[H]/N=C(\NCCC[C@H](N)C(=O)O)NC(CC(=O)[O-])C(=O)O
NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O,NC1OC(COP(=O)(O)O)C(O)C1O
Cc1ccccc1,Cc1ccccc1O
C[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](C)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](C)O[C@@H]2CO)[C@@H](OP(=O)(O)O)[C@H]1O,C[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](C)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](C)[C@H](O)[C@@H]2O)[C@H]1O
CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
NP(=O)(OCCCO)N(CCCl)CCCl,NP(=O)(OCCC=O)N(CCCl)CCCl
CCn1c(C(C)=O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O,CCn1c(C(C)=O)nn(CCC(=O)OC)c1=O
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,CCOC(=O)c1c(COCCN)nc(C)c(C(=O)OC)c1-c1ccccc1Cl
CC(=O)N[C@H]1[C@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,CC(=O)N[C@H]1[C@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,N[C@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]3O)c(I)c2)c(I)c1)C(=O)[O-]
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,C[C@@H]1C[C@H]2[C@@H]3C(O)CC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
CC(=CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C[C@@H](CC[C@H](O)[C@@H](C)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H]1CCC2C3C(C[C@H](O)[C@]21C)C1(C)CC[C@@H](O)CC1C[C@H]3O
CC(=O)N[C@@H]1[C@H](NC(=O)C[C@H]([NH3+])C(=O)[O-])O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@@H]1[C@H](N)O[C@H](CO)[C@@H](O)[C@@H]1O
Nc1ccccc1C(=O)CC(=O)C(=O)[O-],O=C([O-])c1cc(=O)c2ccccc2[nH]1
C[N+](C)(C)C[C@H](O)CC(=O)[O-],CC(C)CCCC(C)CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
CCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],C=CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c(C(=N)N)[nH]1
C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
Nc1ncnc2[nH]cnc12,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
CN1CCNCC1,CNCCN
CC([NH2+]C(C)(C)C)C(=O)c1cccc(Cl)c1,C[C@H]([NH2+]C(C)(C)C)[C@H](O)c1cccc(Cl)c1
CCCCCC(O)C(O)C/C=C\CCCCCCCC(=O)[O-],CCCCC[C@H](O)[C@H](CC=CCCCCCCCC(=O)[O-])O[C@H]1O[C@H](C(=O)[O-])[C@H](O)[C@H](O)[C@@H]1O
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],CCCC[C@@H](O)/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
O=c1ccn([C@H]2C[C@H](O)[C@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,Cc1cn([C@@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C[C@H](O)[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
C[Se]CC(N)C(=O)O,NC(C[SeH])C(=O)O
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,Oc1ccc2c(c1)Oc1ccc(Cl)cc1C(N1CCNCC1)=N2
CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1,CC(O)/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,NC(CS)C(=O)NCC(=O)O
CC1=C(C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1,CC1=C(C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2
NC(=O)CCC(N)C(=O)O,CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CCC(N)=O)C2O)C1O
CNCC(c1ccc(OC)cc1)C1(O)CCCCC1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1
CCCCC/C=C\C/C=C\CCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCCC/C=C\C/C=C\CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
[NH3+]C(=CC=CC(=O)[O-])C(=O)[O-],O=C([O-])CC=CC(=O)C(=O)[O-]
C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)[C@H](O)CO,C[C@]12C=CC(=O)CC1[C@H](O)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@H](O)CO
Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
CCC=CCC=CCC=CCC=CCC=CCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC=CCC=CCC=CCC=CCC=CCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O,OC[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
C[C@H](CN)C(=O)O,CC(C=O)C(=O)[O-]
CCOc1ccc(O)cc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCOc1ccc(OS(O)(O)O)cc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)=O)c1-c1ccccc1[N+](=O)[O-]
CCCCCC(O)C=CC=O,CCCCCC1OC1CC=O
CCCCC[C@H](O)C=CC=CCC=CCC=CCCCC(=O)[O-],CCCCC[C@H](O)C=CC=CC=C/C=C/[C@H]1O[C@H]1CCCC(=O)[O-]
O=CC(O)c1c[nH]c2ccccc12,OCC(O)c1c[nH]c2ccccc12
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O
C=CC1=C(C)/C2=C/c3c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCNCC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
CC#CCn1c(N2CCC[C@@H](NC(C)=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](NC(C)=O)C2O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
Nc1ccccc1O,O=C[O-]
Cc1cn([C@@H]2C[C@@H](O)[C@H](COP(=O)([O-])OP(=O)(O)O[C@@H]3O[C@@H](C)C(=O)[C@@H](O)[C@@H]3O)O2)c(=O)nc1[O-],Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OC3O[C@@H](C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)nc1[O-]
C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,COC(=O)C1C(O)CC2CCC1N2C
CC(O)=N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,N[C@@H](Cc1cc(I)c(Oc2ccc(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)[O-]
CCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
NC(CS)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O
O=C(O)C(O)CO,O=C(O)C(O)COP(=O)(O)O
O=P([O-])([O-])OC[C@@H]1OC(O)C[C@@H]1O,O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@H](CO)O1
CCCCCCCCC=CCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCC=CCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
